GeneIDV5-5,GeneSymbol,PathwayID,GenotypeID,Time,Replicate,RPKM
Cre12-g546150,PETM,P-Cytb6f,C2NT,4,2,1195
Cre12-g558900,PETO,P-Cytb6f,WTNT,0,1,207
Cre12-g558900,PETO,P-Cytb6f,WTNT,0,2,206
Cre12-g558900,PETO,P-Cytb6f,WTNT,0.5,1,132
Cre12-g558900,PETO,P-Cytb6f,WTNT,0.5,2,134
Cre12-g558900,PETO,P-Cytb6f,WTNT,4,1,475
Cre12-g558900,PETO,P-Cytb6f,WTNT,4,2,472
Cre12-g558900,PETO,P-Cytb6f,WT+BV,0,1,185
Cre12-g558900,PETO,P-Cytb6f,WT+BV,0,2,179
Cre12-g558900,PETO,P-Cytb6f,WT+BV,0.5,1,125
Cre12-g558900,PETO,P-Cytb6f,WT+BV,0.5,2,145
Cre12-g558900,PETO,P-Cytb6f,WT+BV,4,1,713
Cre12-g558900,PETO,P-Cytb6f,WT+BV,4,2,687
Cre12-g558900,PETO,P-Cytb6f,hoNT,0,1,231
Cre12-g558900,PETO,P-Cytb6f,hoNT,0,2,228
Cre12-g558900,PETO,P-Cytb6f,hoNT,0.5,1,186
Cre12-g558900,PETO,P-Cytb6f,hoNT,0.5,2,181
Cre12-g558900,PETO,P-Cytb6f,hoNT,4,1,533
Cre12-g558900,PETO,P-Cytb6f,hoNT,4,2,544
Cre12-g558900,PETO,P-Cytb6f,ho+BV,0,1,223
Cre12-g558900,PETO,P-Cytb6f,ho+BV,0,2,243
Cre12-g558900,PETO,P-Cytb6f,ho+BV,0.5,1,225
Cre12-g558900,PETO,P-Cytb6f,ho+BV,0.5,2,226
Cre12-g558900,PETO,P-Cytb6f,ho+BV,4,1,600
Cre12-g558900,PETO,P-Cytb6f,ho+BV,4,2,550
Cre12-g558900,PETO,P-Cytb6f,C1NT,0,1,239
Cre12-g558900,PETO,P-Cytb6f,C1NT,0,2,239
Cre12-g558900,PETO,P-Cytb6f,C1NT,0.5,1,199
Cre12-g558900,PETO,P-Cytb6f,C1NT,0.5,2,190
Cre12-g558900,PETO,P-Cytb6f,C1NT,4,1,536
Cre12-g558900,PETO,P-Cytb6f,C1NT,4,2,536
Cre12-g558900,PETO,P-Cytb6f,C2NT,0,1,239
Cre12-g558900,PETO,P-Cytb6f,C2NT,0,2,232
Cre12-g558900,PETO,P-Cytb6f,C2NT,0.5,1,205
Cre12-g558900,PETO,P-Cytb6f,C2NT,0.5,2,202
Cre12-g558900,PETO,P-Cytb6f,C2NT,4,1,557
Cre12-g558900,PETO,P-Cytb6f,C2NT,4,2,601
Cre13-g575000,CCS1,P-Cytb6f,WTNT,0,1,7
Cre13-g575000,CCS1,P-Cytb6f,WTNT,0,2,7
Cre13-g575000,CCS1,P-Cytb6f,WTNT,0.5,1,3
Cre13-g575000,CCS1,P-Cytb6f,WTNT,0.5,2,3
Cre13-g575000,CCS1,P-Cytb6f,WTNT,4,1,15
Cre13-g575000,CCS1,P-Cytb6f,WTNT,4,2,15
Cre13-g575000,CCS1,P-Cytb6f,WT+BV,0,1,7
Cre13-g575000,CCS1,P-Cytb6f,WT+BV,0,2,7
Cre13-g575000,CCS1,P-Cytb6f,WT+BV,0.5,1,4
Cre13-g575000,CCS1,P-Cytb6f,WT+BV,0.5,2,5
Cre13-g575000,CCS1,P-Cytb6f,WT+BV,4,1,10
Cre13-g575000,CCS1,P-Cytb6f,WT+BV,4,2,9
Cre13-g575000,CCS1,P-Cytb6f,hoNT,0,1,9
Cre13-g575000,CCS1,P-Cytb6f,hoNT,0,2,9
Cre13-g575000,CCS1,P-Cytb6f,hoNT,0.5,1,6
Cre13-g575000,CCS1,P-Cytb6f,hoNT,0.5,2,5
Cre13-g575000,CCS1,P-Cytb6f,hoNT,4,1,14
Cre13-g575000,CCS1,P-Cytb6f,hoNT,4,2,15
Cre13-g575000,CCS1,P-Cytb6f,ho+BV,0,1,8
Cre13-g575000,CCS1,P-Cytb6f,ho+BV,0,2,10
Cre13-g575000,CCS1,P-Cytb6f,ho+BV,0.5,1,8
Cre13-g575000,CCS1,P-Cytb6f,ho+BV,0.5,2,7
Cre13-g575000,CCS1,P-Cytb6f,ho+BV,4,1,7
Cre13-g575000,CCS1,P-Cytb6f,ho+BV,4,2,6
Cre13-g575000,CCS1,P-Cytb6f,C1NT,0,1,10
Cre13-g575000,CCS1,P-Cytb6f,C1NT,0,2,9
Cre13-g575000,CCS1,P-Cytb6f,C1NT,0.5,1,6
Cre13-g575000,CCS1,P-Cytb6f,C1NT,0.5,2,6
Cre13-g575000,CCS1,P-Cytb6f,C1NT,4,1,16
Cre13-g575000,CCS1,P-Cytb6f,C1NT,4,2,15
Cre13-g575000,CCS1,P-Cytb6f,C2NT,0,1,10
Cre13-g575000,CCS1,P-Cytb6f,C2NT,0,2,10
Cre13-g575000,CCS1,P-Cytb6f,C2NT,0.5,1,7
Cre13-g575000,CCS1,P-Cytb6f,C2NT,0.5,2,7
Cre13-g575000,CCS1,P-Cytb6f,C2NT,4,1,15
Cre13-g575000,CCS1,P-Cytb6f,C2NT,4,2,15
Cre16-g650100,PETN,P-Cytb6f,WTNT,0,1,749
Cre16-g650100,PETN,P-Cytb6f,WTNT,0,2,785
Cre16-g650100,PETN,P-Cytb6f,WTNT,0.5,1,791
Cre16-g650100,PETN,P-Cytb6f,WTNT,0.5,2,898
Cre16-g650100,PETN,P-Cytb6f,WTNT,4,1,2103
Cre16-g650100,PETN,P-Cytb6f,WTNT,4,2,2065
Cre16-g650100,PETN,P-Cytb6f,WT+BV,0,1,719
Cre16-g650100,PETN,P-Cytb6f,WT+BV,0,2,714
Cre16-g650100,PETN,P-Cytb6f,WT+BV,0.5,1,857
Cre16-g650100,PETN,P-Cytb6f,WT+BV,0.5,2,770
Cre16-g650100,PETN,P-Cytb6f,WT+BV,4,1,1808
Cre16-g650100,PETN,P-Cytb6f,WT+BV,4,2,1760
Cre16-g650100,PETN,P-Cytb6f,hoNT,0,1,732
Cre16-g650100,PETN,P-Cytb6f,hoNT,0,2,746
Cre16-g650100,PETN,P-Cytb6f,hoNT,0.5,1,834
Cre16-g650100,PETN,P-Cytb6f,hoNT,0.5,2,820
Cre16-g650100,PETN,P-Cytb6f,hoNT,4,1,1382
Cre16-g650100,PETN,P-Cytb6f,hoNT,4,2,1635
Cre16-g650100,PETN,P-Cytb6f,ho+BV,0,1,837
Cre16-g650100,PETN,P-Cytb6f,ho+BV,0,2,807
Cre16-g650100,PETN,P-Cytb6f,ho+BV,0.5,1,787
Cre16-g650100,PETN,P-Cytb6f,ho+BV,0.5,2,832
Cre16-g650100,PETN,P-Cytb6f,ho+BV,4,1,1383
Cre16-g650100,PETN,P-Cytb6f,ho+BV,4,2,1419
Cre16-g650100,PETN,P-Cytb6f,C1NT,0,1,711
Cre16-g650100,PETN,P-Cytb6f,C1NT,0,2,735
Cre16-g650100,PETN,P-Cytb6f,C1NT,0.5,1,828
Cre16-g650100,PETN,P-Cytb6f,C1NT,0.5,2,871
Cre16-g650100,PETN,P-Cytb6f,C1NT,4,1,1742
Cre16-g650100,PETN,P-Cytb6f,C1NT,4,2,1883
Cre16-g650100,PETN,P-Cytb6f,C2NT,0,1,787
Cre16-g650100,PETN,P-Cytb6f,C2NT,0,2,808
Cre16-g650100,PETN,P-Cytb6f,C2NT,0.5,1,864
Cre16-g650100,PETN,P-Cytb6f,C2NT,0.5,2,886
Cre16-g650100,PETN,P-Cytb6f,C2NT,4,1,1788
Cre16-g650100,PETN,P-Cytb6f,C2NT,4,2,1760
Cre16-g662150,CCB1,P-Cytb6f,WTNT,0,1,17
Cre16-g662150,CCB1,P-Cytb6f,WTNT,0,2,19
Cre16-g662150,CCB1,P-Cytb6f,WTNT,0.5,1,126
Cre16-g662150,CCB1,P-Cytb6f,WTNT,0.5,2,124
Cre16-g662150,CCB1,P-Cytb6f,WTNT,4,1,51
Cre16-g662150,CCB1,P-Cytb6f,WTNT,4,2,47
Cre16-g662150,CCB1,P-Cytb6f,WT+BV,0,1,14
Cre16-g662150,CCB1,P-Cytb6f,WT+BV,0,2,16
Cre16-g662150,CCB1,P-Cytb6f,WT+BV,0.5,1,54
Cre16-g662150,CCB1,P-Cytb6f,WT+BV,0.5,2,55
Cre16-g662150,CCB1,P-Cytb6f,WT+BV,4,1,27
Cre16-g662150,CCB1,P-Cytb6f,WT+BV,4,2,25
Cre16-g662150,CCB1,P-Cytb6f,hoNT,0,1,14
Cre16-g662150,CCB1,P-Cytb6f,hoNT,0,2,14
Cre16-g662150,CCB1,P-Cytb6f,hoNT,0.5,1,85
Cre16-g662150,CCB1,P-Cytb6f,hoNT,0.5,2,86
Cre16-g662150,CCB1,P-Cytb6f,hoNT,4,1,42
Cre16-g662150,CCB1,P-Cytb6f,hoNT,4,2,41
Cre16-g662150,CCB1,P-Cytb6f,ho+BV,0,1,13
Cre16-g662150,CCB1,P-Cytb6f,ho+BV,0,2,14
Cre16-g662150,CCB1,P-Cytb6f,ho+BV,0.5,1,39
Cre16-g662150,CCB1,P-Cytb6f,ho+BV,0.5,2,37
Cre16-g662150,CCB1,P-Cytb6f,ho+BV,4,1,17
Cre16-g662150,CCB1,P-Cytb6f,ho+BV,4,2,16
Cre16-g662150,CCB1,P-Cytb6f,C1NT,0,1,15
Cre16-g662150,CCB1,P-Cytb6f,C1NT,0,2,16
Cre16-g662150,CCB1,P-Cytb6f,C1NT,0.5,1,80
Cre16-g662150,CCB1,P-Cytb6f,C1NT,0.5,2,79
Cre16-g662150,CCB1,P-Cytb6f,C1NT,4,1,43
Cre16-g662150,CCB1,P-Cytb6f,C1NT,4,2,41
Cre16-g662150,CCB1,P-Cytb6f,C2NT,0,1,16
Cre16-g662150,CCB1,P-Cytb6f,C2NT,0,2,16
Cre16-g662150,CCB1,P-Cytb6f,C2NT,0.5,1,81
Cre16-g662150,CCB1,P-Cytb6f,C2NT,0.5,2,80
Cre16-g662150,CCB1,P-Cytb6f,C2NT,4,1,38
Cre16-g662150,CCB1,P-Cytb6f,C2NT,4,2,41
Cre17-g702150,CCS5,P-Cytb6f,WTNT,0,1,9
Cre17-g702150,CCS5,P-Cytb6f,WTNT,0,2,9
Cre17-g702150,CCS5,P-Cytb6f,WTNT,0.5,1,11
Cre17-g702150,CCS5,P-Cytb6f,WTNT,0.5,2,12
Cre17-g702150,CCS5,P-Cytb6f,WTNT,4,1,23
Cre17-g702150,CCS5,P-Cytb6f,WTNT,4,2,23
Cre17-g702150,CCS5,P-Cytb6f,WT+BV,0,1,8
Cre17-g702150,CCS5,P-Cytb6f,WT+BV,0,2,9
Cre17-g702150,CCS5,P-Cytb6f,WT+BV,0.5,1,7
Cre17-g702150,CCS5,P-Cytb6f,WT+BV,0.5,2,9
Cre17-g702150,CCS5,P-Cytb6f,WT+BV,4,1,17
Cre17-g702150,CCS5,P-Cytb6f,WT+BV,4,2,18
Cre17-g702150,CCS5,P-Cytb6f,hoNT,0,1,10
Cre17-g702150,CCS5,P-Cytb6f,hoNT,0,2,9
Cre17-g702150,CCS5,P-Cytb6f,hoNT,0.5,1,12
Cre17-g702150,CCS5,P-Cytb6f,hoNT,0.5,2,11
Cre17-g702150,CCS5,P-Cytb6f,hoNT,4,1,25
Cre17-g702150,CCS5,P-Cytb6f,hoNT,4,2,26
Cre17-g702150,CCS5,P-Cytb6f,ho+BV,0,1,10
Cre17-g702150,CCS5,P-Cytb6f,ho+BV,0,2,10
