GeneIDV5-5,GeneSymbol,PathwayID,GenotypeID,Time,Replicate,RPKM
Cre01-g016750,PSBS2,N-LHC-likegenes,C1NT,0,2,1
Cre01-g016750,PSBS2,N-LHC-likegenes,C1NT,0.5,1,401
Cre01-g016750,PSBS2,N-LHC-likegenes,C1NT,0.5,2,350
Cre01-g016750,PSBS2,N-LHC-likegenes,C1NT,4,1,2
Cre01-g016750,PSBS2,N-LHC-likegenes,C1NT,4,2,2
Cre01-g016750,PSBS2,N-LHC-likegenes,C2NT,0,1,0
Cre01-g016750,PSBS2,N-LHC-likegenes,C2NT,0,2,0
Cre01-g016750,PSBS2,N-LHC-likegenes,C2NT,0.5,1,342
Cre01-g016750,PSBS2,N-LHC-likegenes,C2NT,0.5,2,326
Cre01-g016750,PSBS2,N-LHC-likegenes,C2NT,4,1,1
Cre01-g016750,PSBS2,N-LHC-likegenes,C2NT,4,2,1
Cre01-g033071,ELIP5,N-LHC-likegenes,WTNT,0,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WTNT,0,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WTNT,0.5,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WTNT,0.5,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WTNT,4,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WTNT,4,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WT+BV,0,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WT+BV,0,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WT+BV,0.5,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WT+BV,0.5,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WT+BV,4,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,WT+BV,4,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,hoNT,0,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,hoNT,0,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,hoNT,0.5,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,hoNT,0.5,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,hoNT,4,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,hoNT,4,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,ho+BV,0,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,ho+BV,0,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,ho+BV,0.5,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,ho+BV,0.5,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,ho+BV,4,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,ho+BV,4,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C1NT,0,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C1NT,0,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C1NT,0.5,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C1NT,0.5,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C1NT,4,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C1NT,4,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C2NT,0,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C2NT,0,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C2NT,0.5,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C2NT,0.5,2,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C2NT,4,1,0
Cre01-g033071,ELIP5,N-LHC-likegenes,C2NT,4,2,0
Cre04-g211850,ELIP6,N-LHC-likegenes,WTNT,0,1,4
Cre04-g211850,ELIP6,N-LHC-likegenes,WTNT,0,2,5
Cre04-g211850,ELIP6,N-LHC-likegenes,WTNT,0.5,1,89
Cre04-g211850,ELIP6,N-LHC-likegenes,WTNT,0.5,2,84
Cre04-g211850,ELIP6,N-LHC-likegenes,WTNT,4,1,36
Cre04-g211850,ELIP6,N-LHC-likegenes,WTNT,4,2,39
Cre04-g211850,ELIP6,N-LHC-likegenes,WT+BV,0,1,4
Cre04-g211850,ELIP6,N-LHC-likegenes,WT+BV,0,2,4
Cre04-g211850,ELIP6,N-LHC-likegenes,WT+BV,0.5,1,32
Cre04-g211850,ELIP6,N-LHC-likegenes,WT+BV,0.5,2,32
Cre04-g211850,ELIP6,N-LHC-likegenes,WT+BV,4,1,8
Cre04-g211850,ELIP6,N-LHC-likegenes,WT+BV,4,2,8
Cre04-g211850,ELIP6,N-LHC-likegenes,hoNT,0,1,4
Cre04-g211850,ELIP6,N-LHC-likegenes,hoNT,0,2,5
Cre04-g211850,ELIP6,N-LHC-likegenes,hoNT,0.5,1,71
Cre04-g211850,ELIP6,N-LHC-likegenes,hoNT,0.5,2,73
Cre04-g211850,ELIP6,N-LHC-likegenes,hoNT,4,1,27
Cre04-g211850,ELIP6,N-LHC-likegenes,hoNT,4,2,25
Cre04-g211850,ELIP6,N-LHC-likegenes,ho+BV,0,1,5
Cre04-g211850,ELIP6,N-LHC-likegenes,ho+BV,0,2,5
Cre04-g211850,ELIP6,N-LHC-likegenes,ho+BV,0.5,1,35
Cre04-g211850,ELIP6,N-LHC-likegenes,ho+BV,0.5,2,27
Cre04-g211850,ELIP6,N-LHC-likegenes,ho+BV,4,1,7
Cre04-g211850,ELIP6,N-LHC-likegenes,ho+BV,4,2,5
Cre04-g211850,ELIP6,N-LHC-likegenes,C1NT,0,1,6
Cre04-g211850,ELIP6,N-LHC-likegenes,C1NT,0,2,6
Cre04-g211850,ELIP6,N-LHC-likegenes,C1NT,0.5,1,85
Cre04-g211850,ELIP6,N-LHC-likegenes,C1NT,0.5,2,81
Cre04-g211850,ELIP6,N-LHC-likegenes,C1NT,4,1,35
Cre04-g211850,ELIP6,N-LHC-likegenes,C1NT,4,2,35
Cre04-g211850,ELIP6,N-LHC-likegenes,C2NT,0,1,6
Cre04-g211850,ELIP6,N-LHC-likegenes,C2NT,0,2,7
Cre04-g211850,ELIP6,N-LHC-likegenes,C2NT,0.5,1,81
Cre04-g211850,ELIP6,N-LHC-likegenes,C2NT,0.5,2,83
Cre04-g211850,ELIP6,N-LHC-likegenes,C2NT,4,1,29
Cre04-g211850,ELIP6,N-LHC-likegenes,C2NT,4,2,27
Cre06-g251150,OHP1,N-LHC-likegenes,WTNT,0,1,112
Cre06-g251150,OHP1,N-LHC-likegenes,WTNT,0,2,104
Cre06-g251150,OHP1,N-LHC-likegenes,WTNT,0.5,1,577
Cre06-g251150,OHP1,N-LHC-likegenes,WTNT,0.5,2,520
Cre06-g251150,OHP1,N-LHC-likegenes,WTNT,4,1,220
Cre06-g251150,OHP1,N-LHC-likegenes,WTNT,4,2,215
Cre06-g251150,OHP1,N-LHC-likegenes,WT+BV,0,1,102
Cre06-g251150,OHP1,N-LHC-likegenes,WT+BV,0,2,106
Cre06-g251150,OHP1,N-LHC-likegenes,WT+BV,0.5,1,262
Cre06-g251150,OHP1,N-LHC-likegenes,WT+BV,0.5,2,254
Cre06-g251150,OHP1,N-LHC-likegenes,WT+BV,4,1,166
Cre06-g251150,OHP1,N-LHC-likegenes,WT+BV,4,2,158
Cre06-g251150,OHP1,N-LHC-likegenes,hoNT,0,1,97
Cre06-g251150,OHP1,N-LHC-likegenes,hoNT,0,2,79
Cre06-g251150,OHP1,N-LHC-likegenes,hoNT,0.5,1,392
Cre06-g251150,OHP1,N-LHC-likegenes,hoNT,0.5,2,383
Cre06-g251150,OHP1,N-LHC-likegenes,hoNT,4,1,334
Cre06-g251150,OHP1,N-LHC-likegenes,hoNT,4,2,256
Cre06-g251150,OHP1,N-LHC-likegenes,ho+BV,0,1,79
Cre06-g251150,OHP1,N-LHC-likegenes,ho+BV,0,2,84
Cre06-g251150,OHP1,N-LHC-likegenes,ho+BV,0.5,1,208
Cre06-g251150,OHP1,N-LHC-likegenes,ho+BV,0.5,2,200
Cre06-g251150,OHP1,N-LHC-likegenes,ho+BV,4,1,161
Cre06-g251150,OHP1,N-LHC-likegenes,ho+BV,4,2,146
Cre06-g251150,OHP1,N-LHC-likegenes,C1NT,0,1,83
Cre06-g251150,OHP1,N-LHC-likegenes,C1NT,0,2,79
Cre06-g251150,OHP1,N-LHC-likegenes,C1NT,0.5,1,331
Cre06-g251150,OHP1,N-LHC-likegenes,C1NT,0.5,2,322
Cre06-g251150,OHP1,N-LHC-likegenes,C1NT,4,1,239
Cre06-g251150,OHP1,N-LHC-likegenes,C1NT,4,2,231
Cre06-g251150,OHP1,N-LHC-likegenes,C2NT,0,1,87
Cre06-g251150,OHP1,N-LHC-likegenes,C2NT,0,2,82
Cre06-g251150,OHP1,N-LHC-likegenes,C2NT,0.5,1,323
Cre06-g251150,OHP1,N-LHC-likegenes,C2NT,0.5,2,315
Cre06-g251150,OHP1,N-LHC-likegenes,C2NT,4,1,228
Cre06-g251150,OHP1,N-LHC-likegenes,C2NT,4,2,228
Cre07-g320400,ELIP4,N-LHC-likegenes,WTNT,0,1,3
Cre07-g320400,ELIP4,N-LHC-likegenes,WTNT,0,2,1
Cre07-g320400,ELIP4,N-LHC-likegenes,WTNT,0.5,1,1459
Cre07-g320400,ELIP4,N-LHC-likegenes,WTNT,0.5,2,1298
Cre07-g320400,ELIP4,N-LHC-likegenes,WTNT,4,1,16
Cre07-g320400,ELIP4,N-LHC-likegenes,WTNT,4,2,15
Cre07-g320400,ELIP4,N-LHC-likegenes,WT+BV,0,1,1
Cre07-g320400,ELIP4,N-LHC-likegenes,WT+BV,0,2,0
Cre07-g320400,ELIP4,N-LHC-likegenes,WT+BV,0.5,1,85
Cre07-g320400,ELIP4,N-LHC-likegenes,WT+BV,0.5,2,71
Cre07-g320400,ELIP4,N-LHC-likegenes,WT+BV,4,1,2
Cre07-g320400,ELIP4,N-LHC-likegenes,WT+BV,4,2,1
Cre07-g320400,ELIP4,N-LHC-likegenes,hoNT,0,1,1
Cre07-g320400,ELIP4,N-LHC-likegenes,hoNT,0,2,2
Cre07-g320400,ELIP4,N-LHC-likegenes,hoNT,0.5,1,864
Cre07-g320400,ELIP4,N-LHC-likegenes,hoNT,0.5,2,875
Cre07-g320400,ELIP4,N-LHC-likegenes,hoNT,4,1,44
Cre07-g320400,ELIP4,N-LHC-likegenes,hoNT,4,2,34
Cre07-g320400,ELIP4,N-LHC-likegenes,ho+BV,0,1,0
Cre07-g320400,ELIP4,N-LHC-likegenes,ho+BV,0,2,2
Cre07-g320400,ELIP4,N-LHC-likegenes,ho+BV,0.5,1,51
Cre07-g320400,ELIP4,N-LHC-likegenes,ho+BV,0.5,2,42
Cre07-g320400,ELIP4,N-LHC-likegenes,ho+BV,4,1,1
Cre07-g320400,ELIP4,N-LHC-likegenes,ho+BV,4,2,2
Cre07-g320400,ELIP4,N-LHC-likegenes,C1NT,0,1,1
Cre07-g320400,ELIP4,N-LHC-likegenes,C1NT,0,2,2
Cre07-g320400,ELIP4,N-LHC-likegenes,C1NT,0.5,1,709
Cre07-g320400,ELIP4,N-LHC-likegenes,C1NT,0.5,2,687
Cre07-g320400,ELIP4,N-LHC-likegenes,C1NT,4,1,18
Cre07-g320400,ELIP4,N-LHC-likegenes,C1NT,4,2,19
Cre07-g320400,ELIP4,N-LHC-likegenes,C2NT,0,1,0
Cre07-g320400,ELIP4,N-LHC-likegenes,C2NT,0,2,0
Cre07-g320400,ELIP4,N-LHC-likegenes,C2NT,0.5,1,591
Cre07-g320400,ELIP4,N-LHC-likegenes,C2NT,0.5,2,600
Cre07-g320400,ELIP4,N-LHC-likegenes,C2NT,4,1,7
Cre07-g320400,ELIP4,N-LHC-likegenes,C2NT,4,2,7
Cre07-g320450,ELIP9,N-LHC-likegenes,WTNT,0,1,4
Cre07-g320450,ELIP9,N-LHC-likegenes,WTNT,0,2,4
Cre07-g320450,ELIP9,N-LHC-likegenes,WTNT,0.5,1,1742
Cre07-g320450,ELIP9,N-LHC-likegenes,WTNT,0.5,2,1540
Cre07-g320450,ELIP9,N-LHC-likegenes,WTNT,4,1,20
Cre07-g320450,ELIP9,N-LHC-likegenes,WTNT,4,2,20
Cre07-g320450,ELIP9,N-LHC-likegenes,WT+BV,0,1,3
Cre07-g320450,ELIP9,N-LHC-likegenes,WT+BV,0,2,2
Cre07-g320450,ELIP9,N-LHC-likegenes,WT+BV,0.5,1,319
Cre07-g320450,ELIP9,N-LHC-likegenes,WT+BV,0.5,2,294
Cre07-g320450,ELIP9,N-LHC-likegenes,WT+BV,4,1,4
Cre07-g320450,ELIP9,N-LHC-likegenes,WT+BV,4,2,3
Cre07-g320450,ELIP9,N-LHC-likegenes,hoNT,0,1,4
Cre07-g320450,ELIP9,N-LHC-likegenes,hoNT,0,2,5
Cre07-g320450,ELIP9,N-LHC-likegenes,hoNT,0.5,1,1090
Cre07-g320450,ELIP9,N-LHC-likegenes,hoNT,0.5,2,1097
Cre07-g320450,ELIP9,N-LHC-likegenes,hoNT,4,1,64
Cre07-g320450,ELIP9,N-LHC-likegenes,hoNT,4,2,40
Cre07-g320450,ELIP9,N-LHC-likegenes,ho+BV,0,1,2
Cre07-g320450,ELIP9,N-LHC-likegenes,ho+BV,0,2,4
Cre07-g320450,ELIP9,N-LHC-likegenes,ho+BV,0.5,1,204
Cre07-g320450,ELIP9,N-LHC-likegenes,ho+BV,0.5,2,182
Cre07-g320450,ELIP9,N-LHC-likegenes,ho+BV,4,1,4
Cre07-g320450,ELIP9,N-LHC-likegenes,ho+BV,4,2,7
Cre07-g320450,ELIP9,N-LHC-likegenes,C1NT,0,1,2
Cre07-g320450,ELIP9,N-LHC-likegenes,C1NT,0,2,4
Cre07-g320450,ELIP9,N-LHC-likegenes,C1NT,0.5,1,886
Cre07-g320450,ELIP9,N-LHC-likegenes,C1NT,0.5,2,851
Cre07-g320450,ELIP9,N-LHC-likegenes,C1NT,4,1,29
Cre07-g320450,ELIP9,N-LHC-likegenes,C1NT,4,2,31
Cre07-g320450,ELIP9,N-LHC-likegenes,C2NT,0,1,2
Cre07-g320450,ELIP9,N-LHC-likegenes,C2NT,0,2,3
Cre07-g320450,ELIP9,N-LHC-likegenes,C2NT,0.5,1,814
Cre07-g320450,ELIP9,N-LHC-likegenes,C2NT,0.5,2,822
Cre07-g320450,ELIP9,N-LHC-likegenes,C2NT,4,1,16
Cre07-g320450,ELIP9,N-LHC-likegenes,C2NT,4,2,18
Cre08-g365900,LHCSR1,N-LHC-likegenes,WTNT,0,1,4
Cre08-g365900,LHCSR1,N-LHC-likegenes,WTNT,0,2,2
Cre08-g365900,LHCSR1,N-LHC-likegenes,WTNT,0.5,1,2138
Cre08-g365900,LHCSR1,N-LHC-likegenes,WTNT,0.5,2,2134
Cre08-g365900,LHCSR1,N-LHC-likegenes,WTNT,4,1,317
Cre08-g365900,LHCSR1,N-LHC-likegenes,WTNT,4,2,319
Cre08-g365900,LHCSR1,N-LHC-likegenes,WT+BV,0,1,2
Cre08-g365900,LHCSR1,N-LHC-likegenes,WT+BV,0,2,1
Cre08-g365900,LHCSR1,N-LHC-likegenes,WT+BV,0.5,1,364
Cre08-g365900,LHCSR1,N-LHC-likegenes,WT+BV,0.5,2,386
Cre08-g365900,LHCSR1,N-LHC-likegenes,WT+BV,4,1,156
Cre08-g365900,LHCSR1,N-LHC-likegenes,WT+BV,4,2,149
Cre08-g365900,LHCSR1,N-LHC-likegenes,hoNT,0,1,3
Cre08-g365900,LHCSR1,N-LHC-likegenes,hoNT,0,2,6
Cre08-g365900,LHCSR1,N-LHC-likegenes,hoNT,0.5,1,1806
Cre08-g365900,LHCSR1,N-LHC-likegenes,hoNT,0.5,2,1879
Cre08-g365900,LHCSR1,N-LHC-likegenes,hoNT,4,1,459
Cre08-g365900,LHCSR1,N-LHC-likegenes,hoNT,4,2,428
Cre08-g365900,LHCSR1,N-LHC-likegenes,ho+BV,0,1,1
Cre08-g365900,LHCSR1,N-LHC-likegenes,ho+BV,0,2,4
Cre08-g365900,LHCSR1,N-LHC-likegenes,ho+BV,0.5,1,532
Cre08-g365900,LHCSR1,N-LHC-likegenes,ho+BV,0.5,2,588
Cre08-g365900,LHCSR1,N-LHC-likegenes,ho+BV,4,1,307
Cre08-g365900,LHCSR1,N-LHC-likegenes,ho+BV,4,2,293
Cre08-g365900,LHCSR1,N-LHC-likegenes,C1NT,0,1,2
Cre08-g365900,LHCSR1,N-LHC-likegenes,C1NT,0,2,4
Cre08-g365900,LHCSR1,N-LHC-likegenes,C1NT,0.5,1,1528
Cre08-g365900,LHCSR1,N-LHC-likegenes,C1NT,0.5,2,1575
Cre08-g365900,LHCSR1,N-LHC-likegenes,C1NT,4,1,450
Cre08-g365900,LHCSR1,N-LHC-likegenes,C1NT,4,2,453
Cre08-g365900,LHCSR1,N-LHC-likegenes,C2NT,0,1,1
Cre08-g365900,LHCSR1,N-LHC-likegenes,C2NT,0,2,3
Cre08-g365900,LHCSR1,N-LHC-likegenes,C2NT,0.5,1,1374
Cre08-g365900,LHCSR1,N-LHC-likegenes,C2NT,0.5,2,1443
Cre08-g365900,LHCSR1,N-LHC-likegenes,C2NT,4,1,409
Cre08-g365900,LHCSR1,N-LHC-likegenes,C2NT,4,2,427
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WTNT,0,1,1
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WTNT,0,2,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WTNT,0.5,1,105
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WTNT,0.5,2,106
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WTNT,4,1,18
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WTNT,4,2,18
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WT+BV,0,1,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WT+BV,0,2,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WT+BV,0.5,1,2
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WT+BV,0.5,2,2
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WT+BV,4,1,11
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,WT+BV,4,2,10
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,hoNT,0,1,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,hoNT,0,2,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,hoNT,0.5,1,37
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,hoNT,0.5,2,36
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,hoNT,4,1,9
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,hoNT,4,2,7
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,ho+BV,0,1,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,ho+BV,0,2,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,ho+BV,0.5,1,2
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,ho+BV,0.5,2,2
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,ho+BV,4,1,2
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,ho+BV,4,2,3
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C1NT,0,1,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C1NT,0,2,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C1NT,0.5,1,31
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C1NT,0.5,2,32
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C1NT,4,1,10
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C1NT,4,2,9
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C2NT,0,1,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C2NT,0,2,0
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C2NT,0.5,1,23
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C2NT,0.5,2,22
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C2NT,4,1,3
Cre08-g367400,LHCSR3-2,N-LHC-likegenes,C2NT,4,2,3
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WTNT,0,1,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WTNT,0,2,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WTNT,0.5,1,48
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WTNT,0.5,2,54
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WTNT,4,1,9
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WTNT,4,2,8
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WT+BV,0,1,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WT+BV,0,2,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WT+BV,0.5,1,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WT+BV,0.5,2,1
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WT+BV,4,1,5
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,WT+BV,4,2,4
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,hoNT,0,1,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,hoNT,0,2,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,hoNT,0.5,1,13
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,hoNT,0.5,2,14
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,hoNT,4,1,4
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,hoNT,4,2,4
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,ho+BV,0,1,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,ho+BV,0,2,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,ho+BV,0.5,1,1
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,ho+BV,0.5,2,1
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,ho+BV,4,1,1
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,ho+BV,4,2,1
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C1NT,0,1,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C1NT,0,2,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C1NT,0.5,1,10
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C1NT,0.5,2,13
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C1NT,4,1,5
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C1NT,4,2,5
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C2NT,0,1,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C2NT,0,2,0
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C2NT,0.5,1,8
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C2NT,0.5,2,8
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C2NT,4,1,2
Cre08-g367500,LHCSR3-1,N-LHC-likegenes,C2NT,4,2,1
Cre08-g384650,ELIP2,N-LHC-likegenes,WTNT,0,1,2
Cre08-g384650,ELIP2,N-LHC-likegenes,WTNT,0,2,1
Cre08-g384650,ELIP2,N-LHC-likegenes,WTNT,0.5,1,379
Cre08-g384650,ELIP2,N-LHC-likegenes,WTNT,0.5,2,378
Cre08-g384650,ELIP2,N-LHC-likegenes,WTNT,4,1,40
Cre08-g384650,ELIP2,N-LHC-likegenes,WTNT,4,2,41
Cre08-g384650,ELIP2,N-LHC-likegenes,WT+BV,0,1,1
Cre08-g384650,ELIP2,N-LHC-likegenes,WT+BV,0,2,0
Cre08-g384650,ELIP2,N-LHC-likegenes,WT+BV,0.5,1,67
Cre08-g384650,ELIP2,N-LHC-likegenes,WT+BV,0.5,2,73
Cre08-g384650,ELIP2,N-LHC-likegenes,WT+BV,4,1,14
Cre08-g384650,ELIP2,N-LHC-likegenes,WT+BV,4,2,13
Cre08-g384650,ELIP2,N-LHC-likegenes,hoNT,0,1,1
Cre08-g384650,ELIP2,N-LHC-likegenes,hoNT,0,2,2
Cre08-g384650,ELIP2,N-LHC-likegenes,hoNT,0.5,1,242
Cre08-g384650,ELIP2,N-LHC-likegenes,hoNT,0.5,2,252
Cre08-g384650,ELIP2,N-LHC-likegenes,hoNT,4,1,48
Cre08-g384650,ELIP2,N-LHC-likegenes,hoNT,4,2,43
Cre08-g384650,ELIP2,N-LHC-likegenes,ho+BV,0,1,0
Cre08-g384650,ELIP2,N-LHC-likegenes,ho+BV,0,2,1
Cre08-g384650,ELIP2,N-LHC-likegenes,ho+BV,0.5,1,55
Cre08-g384650,ELIP2,N-LHC-likegenes,ho+BV,0.5,2,56
Cre08-g384650,ELIP2,N-LHC-likegenes,ho+BV,4,1,12
Cre08-g384650,ELIP2,N-LHC-likegenes,ho+BV,4,2,13
Cre08-g384650,ELIP2,N-LHC-likegenes,C1NT,0,1,1
Cre08-g384650,ELIP2,N-LHC-likegenes,C1NT,0,2,1
Cre08-g384650,ELIP2,N-LHC-likegenes,C1NT,0.5,1,215
Cre08-g384650,ELIP2,N-LHC-likegenes,C1NT,0.5,2,227
Cre08-g384650,ELIP2,N-LHC-likegenes,C1NT,4,1,45
Cre08-g384650,ELIP2,N-LHC-likegenes,C1NT,4,2,46
Cre08-g384650,ELIP2,N-LHC-likegenes,C2NT,0,1,1
Cre08-g384650,ELIP2,N-LHC-likegenes,C2NT,0,2,1
Cre08-g384650,ELIP2,N-LHC-likegenes,C2NT,0.5,1,191
Cre08-g384650,ELIP2,N-LHC-likegenes,C2NT,0.5,2,201
Cre08-g384650,ELIP2,N-LHC-likegenes,C2NT,4,1,35
Cre08-g384650,ELIP2,N-LHC-likegenes,C2NT,4,2,36
Cre09-g394325,ELIP3,N-LHC-likegenes,WTNT,0,1,3
Cre09-g394325,ELIP3,N-LHC-likegenes,WTNT,0,2,15
Cre09-g394325,ELIP3,N-LHC-likegenes,WTNT,0.5,1,1160
Cre09-g394325,ELIP3,N-LHC-likegenes,WTNT,0.5,2,1146
Cre09-g394325,ELIP3,N-LHC-likegenes,WTNT,4,1,25
Cre09-g394325,ELIP3,N-LHC-likegenes,WTNT,4,2,29
Cre09-g394325,ELIP3,N-LHC-likegenes,WT+BV,0,1,3
Cre09-g394325,ELIP3,N-LHC-likegenes,WT+BV,0,2,8
Cre09-g394325,ELIP3,N-LHC-likegenes,WT+BV,0.5,1,196
Cre09-g394325,ELIP3,N-LHC-likegenes,WT+BV,0.5,2,208
Cre09-g394325,ELIP3,N-LHC-likegenes,WT+BV,4,1,7
Cre09-g394325,ELIP3,N-LHC-likegenes,WT+BV,4,2,6
Cre09-g394325,ELIP3,N-LHC-likegenes,hoNT,0,1,2
Cre09-g394325,ELIP3,N-LHC-likegenes,hoNT,0,2,10
Cre09-g394325,ELIP3,N-LHC-likegenes,hoNT,0.5,1,664
Cre09-g394325,ELIP3,N-LHC-likegenes,hoNT,0.5,2,673
Cre09-g394325,ELIP3,N-LHC-likegenes,hoNT,4,1,24
Cre09-g394325,ELIP3,N-LHC-likegenes,hoNT,4,2,27
Cre09-g394325,ELIP3,N-LHC-likegenes,ho+BV,0,1,1
Cre09-g394325,ELIP3,N-LHC-likegenes,ho+BV,0,2,5
Cre09-g394325,ELIP3,N-LHC-likegenes,ho+BV,0.5,1,139
Cre09-g394325,ELIP3,N-LHC-likegenes,ho+BV,0.5,2,129
Cre09-g394325,ELIP3,N-LHC-likegenes,ho+BV,4,1,4
Cre09-g394325,ELIP3,N-LHC-likegenes,ho+BV,4,2,5
Cre09-g394325,ELIP3,N-LHC-likegenes,C1NT,0,1,1
Cre09-g394325,ELIP3,N-LHC-likegenes,C1NT,0,2,11
